customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
7168-GPKS,Male,0,No,No,23,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),102.7,2322.86,No
7169-MJIU,Male,0,Yes,No,25,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),72.87,1818.99,Yes
7170-JNLY,Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,100.84,4015.72,No
7171-TDBA,Male,0,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),93.12,1397.95,No
7172-BYQT,Female,0,Yes,Yes,52,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.23,4232.58,Yes
7173-JWKD,Female,0,No,No,49,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,76.62,3850.28,No
7174-OPTW,Female,0,Yes,Yes,1,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,65.98,64.82,Yes
7175-NRWZ,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.11,320.81,Yes
7176-XXYZ,Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,78.26,2879.96,Yes
7177-KUPA,Male,0,Yes,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.43,1288.01,No
7178-RGBP,Female,1,No,No,22,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),98.24,2120.62,No
7179-KJKS,Female,0,No,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.74,1715.04,No
7180-AXYA,Female,0,No,No,39,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,63.69,2509.83,No
7181-PCAG,Male,0,No,Yes,39,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),58.14,2276.47,No
7182-UCQG,Male,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.3,559.62,Yes
7183-QEYS,Female,0,Yes,Yes,46,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,83.65,3919.97,Yes
7184-BGIP,Male,0,Yes,Yes,59,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,63.79,3841.93,Yes
7185-HUMH,Male,0,Yes,Yes,16,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,87.33,1411.79,Yes
7186-WZBG,Male,0,Yes,No,40,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,52.14,2049.12,No
7187-KKLR,Male,0,No,No,1,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),76.27,75.55,Yes
7188-WEWI,Male,1,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.42,411.81,No
7189-DQCU,Male,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),81.22,476.99,Yes
7190-VWDG,Female,1,Yes,Yes,56,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,76.88,4184.27,No
7191-TCGV,Female,0,No,No,72,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.84,4143.38,No
7192-ZQCT,Female,1,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.85,57.91,Yes
7193-UALU,Male,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.66,1280.77,No
7194-HYWY,Female,0,No,No,43,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,74.45,3120.43,Yes
7195-MEYZ,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,81.39,4161.44,Yes
7196-DJIT,Male,1,No,Yes,37,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,86.82,3296.05,Yes
7197-LSOH,Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),81.85,6018.20,No
7198-KSRT,Male,0,No,Yes,3,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,99.63,290.66,Yes
7199-PZMF,Female,0,No,No,11,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,74.59,800.85,Yes
7200-WYEU,Male,1,Yes,Yes,18,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),73.3,1327.93,Yes
7201-IAOQ,Female,0,Yes,No,57,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.94,5486.49,No
7202-HPXE,Male,0,Yes,No,6,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,59.27,347.65,Yes
7203-PZLW,Female,0,No,No,9,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,103.0,920.47,No
7204-JJDW,Male,1,No,No,53,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),78.13,4050.56,No
7205-MMNJ,Male,0,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,91.18,2760.27,Yes
7206-XBYR,Female,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,26.75,1387.92,No
7207-QQLX,Female,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,109.03,2915.02,Yes
7208-LJGM,Male,1,No,No,7,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),88.12,602.93,Yes
7209-SKUP,Female,1,Yes,Yes,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),90.75,3921.01,No
7210-BODL,Male,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.79,184.95,No
7211-IJEJ,Female,0,No,No,35,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),93.19,3209.93,No
7212-XGTJ,Female,0,Yes,No,64,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,70.12,4503.76,No
7213-SRKO,Male,1,No,Yes,14,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,52.65,715.02,No
7214-BCEZ,Female,0,No,No,15,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,No,Mailed check,76.27,1136.56,No
7215-DRFO,Male,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),81.67,5757.07,Yes
7216-VBBX,Male,0,No,No,22,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Mailed check,56.45,1266.12,No
7217-RSBU,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),91.35,2487.93,No
7218-JFAD,Male,0,Yes,Yes,50,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),98.58,5060.44,No
7219-FUPG,Female,0,No,No,10,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,114.95,1149.08,No
7220-HGBO,Male,1,No,No,5,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,92.98,461.60,Yes
7221-RQXP,Male,0,No,No,61,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,58.06,3506.17,No
7222-RWDV,Female,0,Yes,No,69,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,107.96,7486.22,No
7223-DZTQ,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.9,6284.70,No
7224-IMOG,Female,0,Yes,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.38,42.78,Yes
7225-APNL,Male,1,No,Yes,39,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),102.13,3933.94,No
7226-HAMC,Female,0,No,No,62,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.03,5135.18,No
7227-JKGT,Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,88.65,5422.07,Yes
7228-XMQD,Female,0,No,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.96,633.82,No
7229-HWDW,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,94.4,3369.83,Yes
7230-NUTT,Male,0,No,No,11,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,81.71,903.92,No
7231-IXJP,Female,0,Yes,No,11,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,63.22,702.70,Yes
7232-IKEX,Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,96.64,2680.21,No
7233-DIHK,Female,0,No,No,17,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,82.66,1395.90,Yes
7234-ITGR,Male,0,No,No,71,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),65.08,4720.94,No
7235-DCEI,Female,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),107.59,650.04,No
7236-DUTO,Female,1,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.0,835.86,No
7237-XFAS,Male,0,No,No,41,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,73.31,2991.50,Yes
7238-TBZP,Male,1,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),104.45,516.58,No
7239-IKJU,Female,0,No,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.05,845.77,No
7240-GXTL,Male,0,No,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.87,1509.28,No
7241-AAQK,Female,0,Yes,No,8,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),72.78,598.13,Yes
7242-LMUH,Male,0,Yes,No,11,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,60.85,664.86,No
7243-NWRM,Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,106.07,1290.63,No
7244-MIMK,Female,0,No,Yes,4,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),69.53,282.16,No
7245-ODWK,Male,0,Yes,Yes,64,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),87.46,5511.40,No
7246-QCMK,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,108.92,429.55,Yes
7247-TRZD,Male,0,Yes,Yes,21,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.99,2039.00,No
7248-HLDT,Female,1,No,No,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),118.75,6996.99,No
7249-HDMW,Male,1,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.29,1577.95,No
7250-WWSV,Male,0,Yes,Yes,12,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,102.0,1243.49,No
7251-QXRV,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,88.71,2240.33,Yes
7252-VOKE,Male,0,No,No,13,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.9,914.96,Yes
7253-BYJB,Male,0,Yes,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.86,313.26,No
7254-QJFY,Female,0,Yes,Yes,68,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.61,6089.60,No
7255-HVQM,Male,0,No,No,25,No,No phone service,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,57.19,1416.65,No
7256-OFWS,Female,0,Yes,No,45,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,71.46,3305.25,No
7257-PXTJ,Male,1,Yes,No,12,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,84.85,1020.49,No
7258-ZTGA,Male,0,Yes,Yes,21,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,62.74,1329.67,No
7259-SLRP,Female,0,Yes,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.55,726.40,No
7260-WIGJ,Female,1,No,No,43,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,66.77,2944.95,No
7261-NNKV,Male,0,No,No,65,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,100.0,6546.62,No
7262-SWVH,Male,0,No,No,18,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),73.96,1329.54,Yes
7263-AOSZ,Female,1,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.68,4578.73,Yes
7264-MUUC,Female,1,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.72,733.39,Yes
7265-MDXR,Female,0,No,No,58,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,80.53,4806.43,No
7266-NAMN,Male,0,Yes,Yes,25,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,63.76,1632.17,Yes
7267-JQIE,Male,0,Yes,Yes,31,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),50.49,1543.28,No
7268-XZUY,Female,0,No,Yes,45,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,85.11,3760.82,No
7269-MNEV,Female,0,Yes,No,32,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),95.47,3107.00,No
7270-WRGI,Male,0,Yes,Yes,55,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,62.16,3378.91,No
7271-SFUB,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,104.39,103.89,Yes
7272-BRVQ,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),103.79,2630.92,Yes
7273-DVWN,Female,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.65,276.44,No
7274-FNWU,Male,0,No,No,11,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,89.57,999.20,Yes
7275-BFYX,Male,0,No,Yes,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25,73.38,No
7276-LFLW,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.25,474.73,No
7277-LTVD,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,99.92,1595.43,Yes
7278-VSEB,Male,0,No,No,55,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),103.58,5696.07,No
7279-JPVL,Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),92.95,3395.13,No
7280-IVCX,Male,0,No,No,57,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.09,3917.80,Yes
7281-HJUY,Male,0,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.66,1871.75,No
7282-OWGU,Female,0,Yes,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),23.79,1333.67,No
7283-KDEL,Male,0,No,No,31,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,61.61,1882.03,No
7284-XUDL,Male,0,No,No,71,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,65.52,4603.23,Yes
7285-YWRX,Female,0,Yes,Yes,28,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.99,1320.41,No
7286-FPPA,Male,1,Yes,Yes,60,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,108.97,6604.82,Yes
7287-GMOG,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.39,277.60,Yes
7288-YNDN,Female,0,No,No,70,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,76.77,5347.54,No
7289-JUAB,Male,0,No,Yes,22,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,89.86,1932.83,Yes
7290-DAET,Female,0,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.78,1016.31,No
7291-VXQF,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),79.66,2102.18,No
7292-YIXT,Female,0,No,No,17,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,83.09,1393.93,No
7293-SNHP,Male,0,No,No,24,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,83.72,2059.90,No
7294-DAVW,Female,0,No,No,44,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,74.49,3291.53,No
7295-VEAT,Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,85.16,781.74,Yes
7296-SBJZ,Female,0,No,No,15,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,54.14,831.75,No
7297-BXIX,Male,1,Yes,Yes,67,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,100.76,6850.02,No
7298-HAOG,Male,0,Yes,No,7,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),73.02,523.71,No
7299-MZTQ,Male,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.05,1427.22,No
7300-ZDMO,Male,0,Yes,No,22,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,90.43,2030.02,No
7301-VYRY,Female,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.94,443.06,No
7302-NFLK,Male,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Mailed check,96.57,2653.93,No
7303-PHHB,Female,0,No,No,28,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),102.53,2800.54,No
7304-UYFR,Female,0,No,Yes,52,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),70.67,3697.93,No
7305-ZSND,Male,0,Yes,No,58,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),100.14,5649.62,No
7306-BHOO,Male,1,Yes,No,27,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,87.17,2331.34,No
7307-HKWY,Female,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,100.45,1279.82,No
7308-FURJ,Male,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),98.25,97.52,Yes
7309-XURQ,Male,0,No,No,53,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),56.91,3036.16,No
7310-QYJL,Female,0,No,No,67,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,75.44,4999.92,No
7311-ZQWX,Female,0,Yes,No,3,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,61.04,182.37,Yes
7312-QXYR,Male,0,No,Yes,43,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,87.43,3720.05,Yes
7313-DYCQ,Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,98.74,1542.83,No
7314-CFKB,Male,0,No,No,16,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.03,1325.39,Yes
7315-YCKE,Female,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,96.86,5837.22,No
7316-KRDG,Female,0,No,No,19,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,53.45,986.77,No
7317-TBBC,Female,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,92.92,2079.45,No
7318-DPZO,Female,0,No,No,9,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),60.61,552.13,Yes
7319-BIQW,Female,0,No,No,66,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.51,5418.63,No
7320-KKPV,Male,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.31,1602.25,No
7321-PZWU,Male,0,No,No,66,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),98.95,6553.24,No
